txn_year,MCC,total_spending,txn_count,avg_per_txn,grid_col,grid_row
2017,7276,48721.7,257,189.57859922178986,7,225
1994,7276,147.17,1,147.17,8,225
2013,7276,42033.22,229,183.5511790393013,9,225
1995,7276,269.5,2,134.75,0,226
2000,7276,4102.45,22,186.475,1,226
2020,7276,9551.45,49,194.92755102040817,2,226
2002,7276,11271.32,57,197.74245614035087,3,226
2001,7276,7883.22,40,197.0805,4,226
2018,7276,40273.9,209,192.69808612440193,5,226
2008,7276,33071.87,173,191.16687861271677,6,226
2014,7276,43032.14,224,192.10776785714285,7,226
2005,7276,19319.760000000002,99,195.14909090909092,8,226
1992,7276,360.09000000000003,2,180.04500000000002,9,226
2011,7276,40828.45,211,193.49976303317536,0,227
2012,7276,40293.67,220,183.15304545454543,1,227
2019,7276,43315.8,234,185.11025641025643,2,227
1997,7349,1762.79,50,35.2558,3,227
2018,7349,42839.05,887,48.29656144306652,4,227
2009,7349,36554.37,771,47.41163424124514,5,227
1995,7349,649.46,25,25.9784,6,227
2010,7349,40607.17,880,46.14451136363636,7,227
2020,7349,7958.38,170,46.814,8,227
2007,7349,29102.43,648,44.91115740740741,9,227
1991,7349,2.29,1,2.29,0,228
2014,7349,41992.85,897,46.814771460423636,1,228
2003,7349,11933.94,281,42.469537366548046,2,228
2019,7349,40783.75,885,46.083333333333336,3,228
1996,7349,1137.32,28,40.61857142857143,4,228
1999,7349,3264.25,87,37.520114942528735,5,228
2013,7349,42635.64,885,48.17586440677966,6,228
1994,7349,371.65,10,37.165,7,228
2000,7349,4900.66,128,38.28640625,8,228
1998,7349,2980.65,72,41.39791666666667,9,228
2011,7349,40474.59,848,47.72946933962264,0,229
2004,7349,18726.94,405,46.239358024691356,1,229
2006,7349,27672.86,556,49.7713309352518,2,229
2008,7349,34502.18,759,45.45741765480896,3,229
2012,7349,36363.2,789,46.08770595690748,4,229
1992,7349,246.7,8,30.8375,5,229
2005,7349,21375.37,497,43.008792756539236,6,229
2016,7349,39202.56,854,45.904637002341914,7,229
2001,7349,9022.1,170,53.071176470588235,8,229
1993,7349,253.09,8,31.63625,9,229
2002,7349,10848.53,267,40.63119850187266,0,230
2017,7349,41308.6,846,48.82813238770685,1,230
2015,7349,44186.4,896,49.315178571428575,2,230
2011,7393,6988.79,217,32.20640552995392,3,230
2004,7393,3861.14,123,31.391382113821138,4,230
2015,7393,5879.07,179,32.84396648044692,5,230
2017,7393,6193.08,190,32.59515789473684,6,230
1997,7393,2.51,1,2.51,7,230
2000,7393,508.90999999999997,26,19.573461538461537,8,230
2020,7393,1019.06,31,32.872903225806446,9,230
1999,7393,301.15000000000003,20,15.057500000000001,0,231
2013,7393,7202.86,226,31.871061946902653,1,231
2019,7393,6397.37,194,32.97613402061856,2,231
2012,7393,6964.44,218,31.946972477064218,3,231
2003,7393,3268.68,93,35.14709677419355,4,231
2016,7393,5816.47,187,31.104117647058825,5,231
2005,7393,4143.18,131,31.62732824427481,6,231
2009,7393,5673.41,184,30.83375,7,231
2001,7393,1174.77,52,22.591730769230768,8,231
2007,7393,4536.06,162,28.000370370370373,9,231
2010,7393,5794.5,190,30.49736842105263,0,232
2018,7393,6388.81,198,32.266717171717175,1,232
2006,7393,4280.84,146,29.32082191780822,2,232
2008,7393,5444.36,185,29.42897297297297,3,232
1998,7393,336.58,22,15.299090909090909,4,232
2014,7393,6681.26,211,31.664739336492893,5,232
2002,7393,2317.6,73,31.74794520547945,6,232
2001,7531,1797.6599999999999,6,299.60999999999996,7,232
2006,7531,19391.11,51,380.21784313725493,8,232
1992,7531,53.86,1,53.86,9,232
1998,7531,1178.51,3,392.83666666666664,0,233
2003,7531,4424.78,11,402.25272727272727,1,233
2002,7531,4536.05,14,324.00357142857143,2,233
2016,7531,28727.95,68,422.4698529411765,3,233
2005,7531,8581.41,22,390.0640909090909,4,233
2010,7531,29093.06,72,404.0702777777778,5,233
2011,7531,34659.05,92,376.7288043478261,6,233
1994,7531,180.67,1,180.67,7,233
1999,7531,217.91,1,217.91,8,233
2009,7531,24642.9,63,391.1571428571429,9,233
2013,7531,28008.67,69,405.9227536231884,0,234
2015,7531,23153.27,64,361.76984375,1,234
2020,7531,3086.37,9,342.93,2,234
2008,7531,16418.17,44,373.14022727272726,3,234
1996,7531,788.97,2,394.485,4,234
1997,7531,394.28,2,197.14,5,234
2014,7531,32133.4,74,434.2351351351352,6,234
2012,7531,26379.53,67,393.72432835820894,7,234
2018,7531,31888.04,77,414.1303896103896,8,234
2000,7531,2003.55,5,400.71,9,234
2007,7531,14121.23,38,371.6113157894737,0,235
2017,7531,27469.29,68,403.96014705882357,1,235
2019,7531,31054.03,74,419.64905405405403,2,235
2004,7531,6807.2,16,425.45,3,235
2014,7538,1237326.5,21171,58.44440508242407,4,235
1999,7538,70349.03,1574,44.69442820838628,5,235
2016,7538,1200639.82,20878,57.50741546125108,6,235
2012,7538,1144975.53,19667,58.21810799816952,7,235
2002,7538,339742.93,6074,55.93396937767534,8,235
2003,7538,447932.15,8183,54.739355981913725,9,235
2010,7538,1072890.77,18725,57.297237383177574,0,236
2008,7538,869236.93,16087,54.03350096351091,1,236
1991,7538,3577.92,67,53.40179104477612,2,236
2009,7538,962509.17,17097,56.29696262502193,3,236
2007,7538,748022.62,13973,53.533430186788806,4,236
2013,7538,1202629.53,20418,58.90045694975022,5,236
2011,7538,1110281.22,19387,57.26936710166606,6,236
1996,7538,30854.63,844,36.55761848341233,7,236
2005,7538,575769.65,10713,53.74495006067395,8,236
1997,7538,41972.96,1042,40.281151631477925,9,236
1995,7538,23978.26,721,33.25694868238558,0,237
1994,7538,18774.63,634,29.612981072555208,1,237
1998,7538,52011.42,1238,42.012455573505655,2,237
2004,7538,498501.15,9145,54.51078731547294,3,237
2006,7538,649754.98,12285,52.890108262108264,4,237
2019,7538,1234453.06,22064,55.94874274836839,5,237
2017,7538,1203549.1,21019,57.26005518816309,6,237
2001,7538,216254.1,4182,51.71068866571019,7,237
2015,7538,1240122.96,21118,58.7235041197083,8,237
1992,7538,14677.55,541,27.130406654343805,9,237
2018,7538,1218915.52,21351,57.08938785068615,0,238
2020,7538,244001.44,4328,56.377412199630314,1,238
1993,7538,14194.76,512,27.724140625,2,238
2000,7538,117334.13,2452,47.85241843393148,3,238
2005,7542,8169.07,589,13.869388794567062,4,238
2008,7542,15416.96,1030,14.967922330097087,5,238
2009,7542,16339.19,1076,15.185120817843867,6,238
2013,7542,18191.11,1245,14.611333333333334,7,238
2014,7542,18868.09,1241,15.203940370668816,8,238
2003,7542,5204.18,371,14.027439353099732,9,238
1993,7542,258.04,11,23.45818181818182,0,239
1998,7542,621.24,40,15.531,1,239
2011,7542,17836.46,1215,14.680213991769547,2,239
2006,7542,10049.86,691,14.543936324167873,3,239
1996,7542,266.46999999999997,20,13.3235,4,239
2010,7542,16064.13,1084,14.81930811808118,5,239
2018,7542,17892.94,1235,14.488210526315788,6,239
2017,7542,19018.44,1309,14.52898395721925,7,239
2007,7542,12552.72,878,14.296947608200455,8,239
2001,7542,2508.33,172,14.583313953488371,9,239
2002,7542,4419.43,303,14.585577557755776,0,240
1994,7542,121.87,6,20.311666666666667,1,240
2016,7542,18311.7,1251,14.637649880095925,2,240
1991,7542,64.14,3,21.38,3,240
1992,7542,242.53,12,20.210833333333333,4,240
2004,7542,6494.22,453,14.336026490066226,5,240
1999,7542,1069.24,70,15.274857142857144,6,240
2020,7542,3515.76,239,14.71029288702929,7,240
2000,7542,1773.51,124,14.3025,8,240
2019,7542,18166.46,1243,14.615012067578439,9,240
1995,7542,167.97,11,15.27,0,241
2015,7542,19212.86,1279,15.021782642689601,1,241
2012,7542,17572.87,1217,14.439498767460968,2,241
1997,7542,749.66,48,15.617916666666666,3,241
2020,7549,3700.25,9,411.1388888888889,4,241
1996,7549,375.4,2,187.7,5,241
2002,7549,2663.97,8,332.99625,6,241
2012,7549,34955.71,83,421.15313253012044,7,241
2017,7549,33329.7,84,396.78214285714284,8,241
2004,7549,8036.83,24,334.86791666666664,9,241
1995,7549,43.98,1,43.98,0,242
2016,7549,24705.04,61,405.00065573770496,1,242
2015,7549,30719.63,75,409.5950666666667,2,242
2019,7549,25322.0,63,401.93650793650795,3,242
2014,7549,25231.87,61,413.6372131147541,4,242
2018,7549,24347.17,61,399.1339344262295,5,242
2006,7549,14156.21,37,382.60027027027024,6,242
2010,7549,29845.47,74,403.31716216216216,7,242
2007,7549,18487.16,44,420.1627272727273,8,242
2001,7549,4722.98,12,393.58166666666665,9,242
2003,7549,4608.29,15,307.21933333333334,0,243
2008,7549,20300.079999999998,51,398.04078431372545,1,243
1999,7549,549.75,2,274.875,2,243
2013,7549,29172.92,72,405.1794444444444,3,243
1997,7549,881.8399999999999,3,293.94666666666666,4,243
1998,7549,694.0899999999999,2,347.04499999999996,5,243
2009,7549,22469.58,58,387.40655172413796,6,243
2000,7549,700.61,3,233.53666666666666,7,243
2005,7549,12958.67,33,392.6869696969697,8,243
2011,7549,24082.170000000002,65,370.4949230769231,9,243
2000,7802,4307.07,53,81.2654716981132,0,244
2008,7802,113460.09,675,168.0890222222222,1,244
2019,7802,130814.45,774,169.0109173126615,2,244
2001,7802,8117.64,89,91.2094382022472,3,244
1994,7802,757.5300000000001,4,189.38250000000002,4,244
2016,7802,140733.59,767,183.48577574967405,5,244
1999,7802,2429.29,32,75.9153125,6,244
2018,7802,117026.13,744,157.29318548387099,7,244
1992,7802,454.40000000000003,2,227.20000000000002,8,244
2014,7802,129948.11,759,171.20963109354415,9,244
2015,7802,124004.42,706,175.64365439093484,0,245
1993,7802,710.62,3,236.87333333333333,1,245
2005,7802,68984.29,402,171.60271144278605,2,245
2013,7802,134134.29,710,188.9215352112676,3,245
1995,7802,997.13,8,124.64125,4,245
2020,7802,26282.17,158,166.34284810126582,5,245
1998,7802,2603.6,32,81.3625,6,245
2010,7802,105038.06,736,142.7147554347826,7,245
2011,7802,128328.84,750,171.10512,8,245
1997,7802,1906.57,16,119.160625,9,245
1996,7802,716.0899999999999,7,102.29857142857142,0,246
2009,7802,113805.31,682,166.8699560117302,1,246
2017,7802,126382.8,779,162.2372272143774,2,246
1991,7802,749.73,3,249.91,3,246
2012,7802,117266.54,714,164.23885154061622,4,246
2007,7802,89807.4,583,154.0435677530017,5,246
2006,7802,67255.81,521,129.08984644913627,6,246
2003,7802,25632.0,153,167.52941176470588,7,246
2002,7802,10587.99,97,109.15453608247422,8,246
2004,7802,43160.53,238,181.34676470588235,9,246
2006,7832,77263.15,2750,28.09569090909091,0,247
1998,7832,4383.18,167,26.246586826347308,1,247
2015,7832,134653.73,4830,27.87861904761905,2,247
2001,7832,20622.44,793,26.00559899117276,3,247
2008,7832,103222.19,3659,28.210491937687895,4,247
2017,7832,143750.83,5216,27.55959164110429,5,247
2005,7832,62574.99,2226,28.110956873315363,6,247
2014,7832,132398.03,4791,27.634738050511377,7,247
2013,7832,127845.57,4583,27.895607680558587,8,247
1994,7832,636.53,26,24.481923076923074,9,247
1999,7832,10127.46,391,25.901432225063935,0,248
2003,7832,32690.8,1168,27.988698630136987,1,248
2009,7832,106659.2,3813,27.97251507998951,2,248
2012,7832,133353.15,4787,27.85735324838103,3,248
1995,7832,1039.05,39,26.642307692307693,4,248
2011,7832,122506.19,4457,27.486244110388153,5,248
2010,7832,119230.21,4253,28.034378086056904,6,248
2004,7832,48526.01,1719,28.229208842350204,7,248
1997,7832,2254.58,90,25.05088888888889,8,248
2002,7832,24804.44,918,27.020087145969498,9,248
2007,7832,89762.02,3170,28.316094637223976,0,249
2020,7832,31122.670000000002,1079,28.843994439295646,1,249
2018,7832,143793.32,5120,28.0846328125,2,249
1996,7832,1130.17,39,28.97871794871795,3,249
2019,7832,144564.31,5170,27.962148936170212,4,249
2016,7832,140339.74,5060,27.73512648221344,5,249
1993,7832,263.53,10,26.352999999999998,6,249
1992,7832,56.74,6,9.456666666666667,7,249
2000,7832,13849.92,525,26.3808,8,249
2018,7922,86083.84,908,94.8059911894273,9,249
2006,7922,55667.59,566,98.35263250883392,0,250
2012,7922,79893.78,831,96.14173285198555,1,250
2009,7922,73043.94,724,100.88941988950276,2,250
1996,7922,492.95,7,70.42142857142856,3,250
2008,7922,72768.89,733,99.27542974079127,4,250
2014,7922,79847.81,810,98.57754320987654,5,250
2004,7922,37509.93,368,101.92915760869565,6,250
2007,7922,63413.57,628,100.97702229299362,7,250
1994,7922,122.21000000000001,2,61.105000000000004,8,250
1997,7922,253.54999999999998,4,63.387499999999996,9,250
2000,7922,9581.56,82,116.84829268292683,0,251
2015,7922,83422.27,848,98.37531839622642,1,251
2020,7922,18562.13,186,99.79639784946237,2,251
1998,7922,2329.14,34,68.50411764705882,3,251
1995,7922,270.46,5,54.092,4,251
2019,7922,86803.56,919,94.45436343852013,5,251
1999,7922,4375.45,55,79.55363636363636,6,251
2013,7922,80678.95,813,99.23610086100861,7,251
2003,7922,28405.9,269,105.59814126394052,8,251
2010,7922,77746.58,816,95.27767156862745,9,251
2011,7922,83229.44,820,101.49931707317073,0,252
2002,7922,21808.12,204,106.90254901960783,1,252
2016,7922,75558.07,810,93.28156790123458,2,252
2001,7922,16610.49,154,107.86032467532469,3,252
2005,7922,52933.07,514,102.98262645914397,4,252
2017,7922,82998.2,864,96.06273148148148,5,252
2017,7995,266126.33,1627,163.5687338660111,6,252
2020,7995,52688.67,315,167.26561904761905,7,252
2018,7995,256907.52,1519,169.1293745885451,8,252
2019,7995,269191.63,1524,176.63492782152233,9,252
2006,7995,151161.35,1065,141.9355399061033,0,253
2002,7995,25321.28,215,117.7733953488372,1,253
1999,7995,8629.24,98,88.0534693877551,2,253
2011,7995,253479.83,1506,168.3133001328021,3,253
1992,7995,3445.05,14,246.07500000000002,4,253
1997,7995,1518.59,16,94.911875,5,253
2015,7995,231191.2,1414,163.5015558698727,6,253
2014,7995,255000.81,1490,171.1414832214765,7,253
1995,7995,1910.72,15,127.38133333333333,8,253
2010,7995,235115.01,1477,159.18416384563304,9,253
2009,7995,223143.42,1319,169.1762092494314,0,254
2000,7995,8822.53,105,84.02409523809524,1,254
1991,7995,2475.07,11,225.00636363636366,2,254
2005,7995,109325.02,774,141.2467958656331,3,254
2012,7995,247193.43,1475,167.58876610169492,4,254
2013,7995,247456.99,1438,172.08413769123783,5,254
2001,7995,17810.71,173,102.95208092485548,6,254
2016,7995,272562.58,1535,177.5651986970684,7,254
1994,7995,2234.46,12,186.205,8,254
2007,7995,168694.11000000002,1121,150.48537912578055,9,254
1998,7995,8187.24,90,90.96933333333332,0,255
2004,7995,93993.69,491,191.43317718940938,1,255
2003,7995,55644.87,318,174.9838679245283,2,255
1996,7995,2190.31,15,146.02066666666667,3,255
1993,7995,1650.28,7,235.75428571428571,4,255
2008,7995,226774.11,1339,169.3607991038088,5,255
2013,7996,56155.5,313,179.41054313099042,6,255
1994,7996,160.06,1,160.06,7,255
1998,7996,10072.56,54,186.52888888888887,8,255
2020,7996,12603.59,74,170.31878378378377,9,255
2019,7996,50253.34,298,168.63536912751675,0,256
2005,7996,24448.54,151,161.91086092715233,1,256
2011,7996,53367.98,304,175.5525657894737,2,256
2010,7996,41572.95,249,166.95963855421687,3,256
2009,7996,46034.81,283,162.66717314487633,4,256
2000,7996,12552.94,75,167.37253333333334,5,256
2008,7996,41728.44,258,161.73813953488374,6,256
2006,7996,31127.74,181,171.9764640883978,7,256
2001,7996,13769.47,76,181.17723684210526,8,256
2007,7996,32701.17,204,160.29985294117645,9,256
2018,7996,54232.73,313,173.26750798722045,0,257
2002,7996,10872.5,60,181.20833333333334,1,257
1993,7996,564.96,4,141.24,2,257
2012,7996,45284.12,279,162.30867383512546,3,257
2014,7996,49970.0,299,167.12374581939798,4,257
1999,7996,10745.16,63,170.55809523809523,5,257
2004,7996,24202.91,139,174.121654676259,6,257
2017,7996,58088.82,348,166.92189655172413,7,257
2015,7996,53397.83,317,168.44741324921137,8,257
2003,7996,16570.12,102,162.45215686274508,9,257
1997,7996,5146.53,34,151.3685294117647,0,258
1995,7996,5452.72,22,247.8509090909091,1,258
2016,7996,56040.32,333,168.28924924924925,2,258
1996,7996,4186.12,22,190.27818181818182,3,258
1993,8011,226.67000000000002,3,75.55666666666667,4,258
2005,8011,103773.28,539,192.52927643784787,5,258
2008,8011,193968.87,1061,182.81703110273327,6,258
2011,8011,263226.3,1466,179.55409276944064,7,258
1999,8011,7983.83,57,140.06719298245613,8,258
1994,8011,1097.49,9,121.94333333333333,9,258
1997,8011,4706.47,30,156.88233333333335,0,259
2014,8011,253319.89,1355,186.9519483394834,1,259
1996,8011,3741.17,19,196.9036842105263,2,259
2012,8011,263761.97,1417,186.14112208892024,3,259
2000,8011,17310.77,95,182.21863157894737,4,259
2019,8011,265205.39,1452,182.64834022038568,5,259
2006,8011,129621.5,705,183.86028368794325,6,259
2007,8011,155904.81,853,182.7723446658851,7,259
2017,8011,271051.89,1476,183.63949186991871,8,259
2020,8011,46122.64,255,180.87309803921568,9,259
1998,8011,7526.97,49,153.61163265306124,0,260
2002,8011,54399.29,273,199.26479853479853,1,260
2015,8011,274890.4,1470,187.00027210884355,2,260
2018,8011,261164.38,1385,188.5663393501805,3,260
2013,8011,276374.98,1491,185.36215962441312,4,260
2010,8011,240291.8,1343,178.9216679076694,5,260
2003,8011,59713.06,313,190.77654952076676,6,260
2001,8011,32077.19,169,189.80585798816568,7,260
2009,8011,221207.29,1194,185.26573701842545,8,260
2016,8011,278566.86,1497,186.08340681362725,9,260
1995,8011,2792.02,15,186.13466666666667,0,261
2004,8011,85750.32,447,191.83516778523492,1,261
2004,8021,96118.27,602,159.66490033222593,2,261
1993,8021,731.9,6,121.98333333333333,3,261
1995,8021,2976.54,20,148.827,4,261
2009,8021,226869.32,1361,166.69310800881706,5,261
2014,8021,303860.82,1805,168.34394459833794,6,261
2008,8021,207890.27,1286,161.65650855365473,7,261
1996,8021,2915.22,17,171.4835294117647,8,261
2006,8021,147403.67,924,159.5277813852814,9,261
2007,8021,186223.28,1154,161.37199306759098,0,262
2016,8021,309097.1,1850,167.0795135135135,1,262
2001,8021,34265.35,217,157.90483870967742,2,262
2018,8021,300408.67,1834,163.79971101417667,3,262
1994,8021,2036.97,12,169.7475,4,262
2000,8021,26540.21,153,173.4654248366013,5,262
2002,8021,48586.29,318,152.7870754716981,6,262
1992,8021,1039.39,8,129.92375,7,262
1997,8021,6703.17,37,181.16675675675677,8,262
1991,8021,83.47,1,83.47,9,262
2017,8021,314446.27,1861,168.96629231595918,0,263
1999,8021,13946.92,88,158.48772727272728,1,263
2013,8021,293354.47,1770,165.73698870056495,2,263
2011,8021,273609.92,1657,165.12366928183462,3,263
2003,8021,69910.96,459,152.3114596949891,4,263
2005,8021,122761.02,750,163.68136,5,263
2019,8021,307108.58,1866,164.5812325830654,6,263
2012,8021,278758.44,1681,165.82893515764425,7,263
1998,8021,11245.31,77,146.042987012987,8,263
2010,8021,268038.73,1608,166.69075248756218,9,263
2015,8021,295297.01,1737,170.00403569372483,0,264
2020,8021,55206.76,342,161.4232748538012,1,264
2001,8041,7818.27,63,124.09952380952382,2,264
2007,8041,45173.74,321,140.72816199376948,3,264
2012,8041,90481.56,611,148.0876595744681,4,264
2003,8041,20007.05,136,147.11066176470587,5,264
2014,8041,99632.22,674,147.82228486646883,6,264
1995,8041,878.05,8,109.75625,7,264
2017,8041,107729.84,707,152.37601131541726,8,264
2020,8041,17250.53,125,138.00423999999998,9,264
2016,8041,99096.7,674,147.02774480712165,0,265
2013,8041,95507.56,642,148.76566978193145,1,265
1998,8041,3230.6,21,153.83809523809524,2,265
2018,8041,98711.07,669,147.5501793721973,3,265
2004,8041,31999.16,211,151.65478672985782,4,265
2010,8041,76819.63,542,141.73363468634687,5,265
1994,8041,1153.09,10,115.309,6,265
2002,8041,15374.25,100,153.7425,7,265
1992,8041,284.39,4,71.0975,8,265
1993,8041,63.64,1,63.64,9,265
2009,8041,73292.27,491,149.27142566191446,0,266
2015,8041,94035.07,641,146.70057722308894,1,266
2005,8041,42042.31,282,149.08620567375885,2,266
2006,8041,41768.88,276,151.33652173913043,3,266
2019,8041,114075.12,773,147.57454075032342,4,266
2008,8041,54343.66,386,140.78668393782385,5,266
2011,8041,87932.82,607,144.86461285008238,6,266
1997,8041,2966.19,19,156.11526315789473,7,266
1996,8041,1753.73,15,116.91533333333334,8,266
1991,8041,99.8,1,99.8,9,266
1999,8041,5416.39,34,159.30558823529412,0,267
2000,8041,5493.9800000000005,35,156.97085714285717,1,267
2006,8043,65970.07,490,134.63279591836735,2,267
2005,8043,52997.02,404,131.1807425742574,3,267
1993,8043,661.32,10,66.132,4,267
2002,8043,22954.52,174,131.9225287356322,5,267
2004,8043,36936.69,270,136.80255555555556,6,267
2001,8043,12447.92,111,112.14342342342343,7,267
1995,8043,1604.8799999999999,14,114.63428571428571,8,267
2016,8043,128586.16,988,130.14793522267206,9,267
1996,8043,2937.76,24,122.40666666666668,0,268
2015,8043,128930.27,986,130.7609229208925,1,268
1997,8043,3912.87,27,144.92111111111112,2,268
2014,8043,128329.34,932,137.69242489270385,3,268
2017,8043,130605.98,962,135.76505197505196,4,268
2020,8043,24049.85,178,135.11151685393259,5,268
2013,8043,134803.55,976,138.1183913934426,6,268
1998,8043,5644.3,43,131.26279069767443,7,268
2012,8043,117519.03,880,133.54435227272728,8,268
2019,8043,147931.39,1097,134.8508568824066,9,268
2010,8043,100362.97,767,130.8513298565841,0,269
2011,8043,121732.19,898,135.5592316258352,1,269
1992,8043,223.26,4,55.815,2,269
2018,8043,138453.75,1020,135.7389705882353,3,269
2007,8043,68332.98,517,132.17210831721468,4,269
1999,8043,6487.32,46,141.0286956521739,5,269
1994,8043,634.2,10,63.42,6,269
2009,8043,91318.2,704,129.71335227272726,7,269
2000,8043,11643.42,84,138.61214285714286,8,269
2003,8043,31020.47,222,139.73184684684685,9,269
2008,8043,84811.93,638,132.93405956112852,0,270
1996,8049,1304.46,11,118.58727272727273,1,270
2000,8049,7716.3,54,142.89444444444445,2,270
2002,8049,16959.6,106,159.99622641509433,3,270
1994,8049,64.67,1,64.67,4,270
1999,8049,4362.95,33,132.21060606060607,5,270
1998,8049,3634.04,24,151.41833333333332,6,270
2019,8049,111120.61,768,144.68829427083332,7,270
2001,8049,9478.32,67,141.46746268656716,8,270
1997,8049,2459.7200000000003,17,144.6894117647059,9,270
2003,8049,24096.03,165,146.03654545454546,0,271
1995,8049,1458.6599999999999,12,121.55499999999999,1,271
2013,8049,90282.11,607,148.73494233937396,2,271
2010,8049,74033.17,521,142.09821497120922,3,271
2008,8049,60422.03,413,146.30031476997578,4,271
2006,8049,43608.21,300,145.3607,5,271
2018,8049,94332.2,636,148.32106918238992,6,271
2005,8049,39022.13,261,149.5100766283525,7,271
2017,8049,95710.15,659,145.2354324734446,8,271
2012,8049,88662.1,579,153.12970639032815,9,271
2007,8049,52828.09,379,139.38810026385224,0,272
2014,8049,92772.22,632,146.79148734177215,1,272
2020,8049,27614.99,177,156.01689265536723,2,272
2015,8049,94200.04,638,147.64896551724138,3,272
2004,8049,30673.14,199,154.13638190954774,4,272
2009,8049,63756.79,452,141.05484513274337,5,272
1992,8049,302.11,5,60.422000000000004,6,272
2016,8049,84166.25,563,149.49600355239787,7,272
1993,8049,129.72,2,64.86,8,272
2011,8049,96973.84,653,148.50511485451761,9,272
1994,8062,2069.67,3,689.89,0,273
1999,8062,17777.8,23,772.9478260869565,1,273
2009,8062,141446.26,184,768.7296739130435,2,273
2008,8062,115149.81,159,724.212641509434,3,273
1991,8062,774.42,1,774.42,4,273
2003,8062,30329.92,46,659.3460869565217,5,273
2011,8062,169970.88,238,714.1633613445379,6,273
2012,8062,181751.43,255,712.7507058823529,7,273
1998,8062,5261.35,9,584.5944444444444,8,273
2013,8062,174125.38,238,731.619243697479,9,273
2017,8062,166544.7,234,711.7294871794873,0,274
1997,8062,2276.67,5,455.334,1,274
2014,8062,178256.17,243,733.5644855967079,2,274
2020,8062,33643.34,46,731.3769565217391,3,274
1996,8062,2418.5,3,806.1666666666666,4,274
2015,8062,202557.69,276,733.9046739130434,5,274
2016,8062,174802.09,232,753.4572844827586,6,274
2019,8062,205089.03,284,722.1444718309859,7,274
1992,8062,732.21,1,732.21,8,274
2010,8062,161501.4,223,724.2215246636771,9,274
2000,8062,17651.67,22,802.3486363636363,0,275
1995,8062,773.63,1,773.63,1,275
2006,8062,78474.6,107,733.4074766355141,2,275
2001,8062,23842.35,29,822.15,3,275
1993,8062,2290.7,3,763.5666666666666,4,275
2007,8062,99805.09,137,728.504306569343,5,275
2004,8062,47312.16,71,666.3684507042254,6,275
2005,8062,71656.27,99,723.8007070707071,7,275
2002,8062,25826.96,35,737.9131428571428,8,275
2018,8062,164761.0,226,729.0309734513274,9,275
1992,8099,211.03000000000003,3,70.34333333333335,0,276
2013,8099,106354.19,802,132.61120947630923,1,276
2017,8099,106331.97,840,126.58567857142857,2,276
2005,8099,40145.74,352,114.05039772727272,3,276
1997,8099,1955.68,25,78.2272,4,276
2002,8099,17785.86,148,120.17472972972973,5,276
2014,8099,98122.52,784,125.15627551020408,6,276
2004,8099,32217.66,256,125.850234375,7,276
1996,8099,818.48,9,90.94222222222223,8,276
1993,8099,149.5,3,49.833333333333336,9,276
2015,8099,105939.74,827,128.10125755743653,0,277
2020,8099,19897.829999999998,157,126.73777070063693,1,277
2016,8099,97730.62,802,121.85862842892767,2,277
1995,8099,1623.45,14,115.96071428571429,3,277
1998,8099,3754.4,43,87.31162790697675,4,277
2011,8099,90357.41,710,127.26395774647888,5,277
2012,8099,93600.31,739,126.6580649526387,6,277
2006,8099,45747.05,392,116.70165816326531,7,277
2009,8099,71478.16,578,123.6646366782007,8,277
2003,8099,23733.78,208,114.10471153846153,9,277
2010,8099,81495.93,688,118.45338662790697,0,278
2007,8099,55190.57,472,116.92917372881355,1,278
2018,8099,101806.34,839,121.34247914183551,2,278
1999,8099,5049.93,52,97.11403846153847,3,278
2008,8099,56030.7,481,116.48794178794178,4,278
2019,8099,97219.43,806,120.61964019851116,5,278
2001,8099,10164.92,99,102.6759595959596,6,278
1994,8099,353.8,9,39.31111111111111,7,278
2000,8099,6897.44,69,99.96289855072463,8,278
1993,8111,1432.81,3,477.6033333333333,9,278
2015,8111,259671.55,491,528.8626272912423,0,279
2008,8111,181987.48,361,504.1204432132964,1,279
2003,8111,67195.86,135,497.7471111111111,2,279
2007,8111,166056.62,318,522.1906289308176,3,279
2000,8111,23341.02,47,496.61744680851064,4,279
2016,8111,271467.73,535,507.4163177570093,5,279
1995,8111,5589.83,13,429.98692307692306,6,279
1999,8111,15880.14,35,453.7182857142857,7,279
1996,8111,7673.35,15,511.5566666666667,8,279
2020,8111,45137.51,85,531.0295294117648,9,279
1992,8111,2261.4700000000003,3,753.8233333333334,0,280
2011,8111,237402.63,455,521.764021978022,1,280
2014,8111,270907.68,513,528.0851461988304,2,280
2018,8111,269526.03,499,540.1323246492987,3,280
2006,8111,139637.63,271,515.2680073800739,4,280
1998,8111,11386.15,24,474.42291666666665,5,280
1994,8111,292.05,1,292.05,6,280
2019,8111,265162.93,503,527.1628827037773,7,280
2012,8111,251754.72,499,504.5184769539078,8,280
2004,8111,73126.45,146,500.8660958904109,9,280
2005,8111,116486.79,236,493.588093220339,0,281
2017,8111,246228.24,501,491.4735329341317,1,281
2010,8111,228580.15,455,502.373956043956,2,281
1997,8111,6845.32,12,570.4433333333333,3,281
2009,8111,208651.92,408,511.4017647058824,4,281
2001,8111,32817.89,67,489.8192537313433,5,281
2013,8111,244299.36,446,547.7564125560538,6,281
2002,8111,38268.04,90,425.20044444444443,7,281
1994,8931,359.67,3,119.89,8,281
1992,8931,205.53,1,205.53,9,281
2016,8931,48456.09,249,194.60277108433735,0,282
